Subsystem;FlagDR;Name;Role;Module1;Module2;Module3;
Folate HMP;0;CT610;Alternative para-aminobenzoate biosynthesis enzyme CT610;Vitamins, cofactors and micronutrients metabolism;Folate metabolism;Folate biosynthesis;
B12 Cobalamin HMP;1;CnoA;Predicted cobalt ABC transporter, periplasmic substrate-binding component CnoA;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CnoB;Predicted cobalt ABC transporter, permease protein CnoB;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CnoD;Predicted cobalt ABC transporter, ATP-binding protein CnoD;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CnoC;Predicted cobalt ABC transporter, permease protein CnoC;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbtF;Predicted cobalt ABC transporter periplasmic component;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbtA;Predicted cobalt transporter CbtA;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbtC;Predicted cobalt transporter CbtC;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbtD;Predicted cobalt transporter in Bacteroides_Porphyromonas;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbtG;Predicted cobalt transporter in Mycobacteria;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbtX;Predicted cobalt transporter in sulfate-reducing delta-proteobacteria;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiM;Substrate-specific component CbiM of cobalt ECF transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiO;ATPase component CbiO of energizing module of cobalt ECF transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiQ;Transmembrane component CbiQ of energizing module of cobalt ECF transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiN;Additional substrate-specific component CbiN of cobalt ECF transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;NiCoT;HoxN/HupN/NixA family cobalt transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;HupE;HupE-UreJ family cobalt transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;ChlI;ChlI component of cobalt chelatase involved in B12 biosynthesis;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;ChlD;ChlD component of cobalt chelatase involved in B12 biosynthesis;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CobN;Aerobic cobaltochelatase CobN subunit (EC 6.6.1.2);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiK;Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiL;Cobalt-precorrin-2 C(20)-methyltransferase (EC 2.1.1.151);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiH;Cobalt-precorrin-3 C(17)-methyltransferase (EC 2.1.1.272);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiF;Cobalt-precorrin-4 C(11)-methyltransferase (EC 2.1.1.271);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiD;Cobalt-precorrin-5B (C1)-methyltransferase (EC 2.1.1.195);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiG;Cobalt-precorrin 5A hydrolase (EC 3.7.1.12);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiJ;Cobalt-precorrin-6A reductase (EC 1.3.1.106);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiT;Cobalt-precorrin-6B C15-methyltransferase [decarboxylating] (EC 2.1.1.196);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiE;Cobalt-precorrin-7 (C5)-methyltransferase (EC 2.1.1.289);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiC;Cobalt-precorrin-8 methylmutase (EC 5.4.99.60);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiA;Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;BtuR1;Cob(I)alamin adenosyltransferase (EC 2.5.1.17);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;BtuR2;ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiP;Cobyric acid synthase (EC 6.3.5.10);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiB;Adenosylcobinamide-phosphate synthase (EC 6.3.1.10);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CobU;Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CobS;Cobalamin synthase (EC 2.7.8.26);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CobC;Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;PduX;L-threonine kinase in B12 biosynthesis (EC 2.7.1.177);Carbohydrate metabolism;Propanediol utilization;Propanediol catabolism;
B12 Cobalamin HMP;1;CobD;L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CobT;Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;0;CblT;Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;0;CblS;Predicted alpha-ribazole-5-phosphate synthase CblS for cobalamin biosynthesis;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;0;CbrU;Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin uptake;
B12 Cobalamin HMP;0;CbrV;Transmembrane component CbrV of energizing module of predicted cobalamin ECF transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin uptake;
B12 Cobalamin HMP;0;CbrT;Substrate-specific component CbrT of predicted cobalamin ECF transporter;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin uptake;
B12 Cobalamin HMP;0;BtuD;Vitamin B12 ABC transporter, ATPase component BtuD;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin uptake;
B12 Cobalamin HMP;0;BtuF;Vitamin B12 ABC transporter, B12-binding component BtuF;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin uptake;
B12 Cobalamin HMP;0;BtuC;Vitamin B12 ABC transporter, permease component BtuC;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin uptake;
B12 Cobalamin HMP;0;BtuB;Outer membrane vitamin B12 receptor BtuB;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin uptake;
B12 Cobalamin HMP;1;CbiX;Sirohydrochlorin cobaltochelatase (EC 4.99.1.3);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CobG;Precorrin-3B synthase;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CobF;Precorrin-6A synthase (deacetylating) (EC 2.1.1.152);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CbiX2;Sirohydrochlorin cobaltochelatase CbiX(long) (EC 4.99.1.3);Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
B12 Cobalamin HMP;1;CblZ;CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase;Vitamins, cofactors and micronutrients metabolism;Vitamin B12 metabolism;Cobalamin biosynthesis;
Queuosine HMP;1;GCYHI1;GTP cyclohydrolase I (EC 3.5.4.16) type 1;Vitamins, cofactors and micronutrients metabolism;Folate metabolism;Folate biosynthesis;
Queuosine HMP;1;GCYHI2;GTP cyclohydrolase I (EC 3.5.4.16) type 2;Vitamins, cofactors and micronutrients metabolism;Folate metabolism;Folate biosynthesis;
Queuosine HMP;1;QueD;6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50);Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;1;QueE;7-carboxy-7-deazaguanine synthase (EC 4.3.99.3);Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;1;QueC;7-cyano-7-deazaguanine synthase (EC 6.3.4.20);Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;1;QueF;NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13);Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;1;qTGT;Queuine tRNA-ribosyltransferase (EC 2.4.2.29);Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;1;QueA;S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17);Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;1;QueG;Epoxyqueuosine reductase (EC 1.17.99.6) QueG;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;1;QueH;Epoxyqueuosine reductase (EC 1.17.99.6) QueH;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;0;QrtT;Substrate-specific component STY3230 of queuosine-regulated ECF transporter;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine uptake;
Queuosine HMP;0;QrtU;Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine uptake;
Queuosine HMP;0;QrtV;ATPase component STY3232 of energizing module of queuosine-regulated ECF transporter;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine uptake;
Queuosine HMP;0;QrtW;ATPase component STY3233 of energizing module of queuosine-regulated ECF transporter;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine uptake;
Queuosine HMP;0;QueT;Substrate-specific component QueT (COG4708) of predicted queuosine-regulated ECF transporter;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine uptake;
Queuosine HMP;0;YhhQ;Putative preQ0 transporter YhhQ;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine uptake;
Queuosine HMP;0;QueI;Queuosine reductase QueI;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;0;QueJ;QueJ Activator of Queuosine reductase QueI;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;0;QueK;preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1);Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Queuosine HMP;0;QueL;Radical SAM domain linked to preQ0 transport;Vitamins, cofactors and micronutrients metabolism;Queuosine metabolism;Queuosine biosynthesis;
Lipoate HMP;1;LipA;Lipoate synthase;Vitamins, cofactors and micronutrients metabolism;Lipoate metabolism;Lipoate biosynthesis;
Lipoate HMP;1;LipB;Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase;Vitamins, cofactors and micronutrients metabolism;Lipoate metabolism;Lipoate biosynthesis;
Lipoate HMP;0;LplA;Lipoate-protein ligase A;Vitamins, cofactors and micronutrients metabolism;Lipoate metabolism;Lipoate biosynthesis;
Lipoate HMP;1;LipA1;Lipoyl synthase (EC 2.8.1.8);Vitamins, cofactors and micronutrients metabolism;Lipoate metabolism;Lipoate biosynthesis;
Lipoate HMP;1;LipB1;Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181);Vitamins, cofactors and micronutrients metabolism;Lipoate metabolism;Lipoate biosynthesis;
Lipoate HMP;1;LipM;Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase, LipM (EC 2.3.1.181);Vitamins, cofactors and micronutrients metabolism;Lipoate metabolism;Lipoate biosynthesis;
Menaquinone biosynthesis HMP;1;MenF;Menaquinone-specific isochorismate synthase (EC 5.4.4.2);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Menaquinone biosynthesis HMP;1;MenD;2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Menaquinone biosynthesis HMP;1;MenH;2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Menaquinone biosynthesis HMP;1;MenC;O-succinylbenzoate synthase (EC 4.2.1.113);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Menaquinone biosynthesis HMP;1;MenE;O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Menaquinone biosynthesis HMP;1;MenB;Naphthoate synthase (EC 4.1.3.36);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Menaquinone biosynthesis HMP;1;MenA;1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Menaquinone biosynthesis HMP;1;UbiE;Demethylmenaquinone methyltransferase (EC 2.1.1.163);Vitamins, cofactors and micronutrients metabolism;Menaquinone metabolism;Menaquinone biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;HMGCS;Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;HMGCR;Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;MK;Mevalonate kinase (EC 2.7.1.36);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;PMK;Phosphomevalonate kinase (EC 2.7.4.2);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;DPMVD;Diphosphomevalonate decarboxylase (EC 4.1.1.33);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;DXPS;1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;DXR;1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;CMT;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;CMK;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;MECPS;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;HDS;1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
Mevalonate & Isoprenoid Biosynthesis HMP;1;HDS2;(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3);Vitamins, cofactors and micronutrients metabolism;Mevalonate and isoprenoid metabolism;Mevalonate and isoprenoid biosynthesis;
